No,League,Team,Player,Pos,Ht,Rk,S,Age,Nat,GP,G,A,A1,P,P1,ES G,ES A,ES A1,ES P,ES P1,PP G,PP A,PP A1,PP P,PP P1,SH G,SH A,SH A1,SH P,SH P1,ENG,Pts/GP,PIM,Pl/Mi
20,CWHL,MTL,Jordanna Peroff,F,,,,,,22.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.1818181818,10.0,-4.0
91,CWHL,MTL,Laurence Beaulieu,D,,,,,,27.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1111111111,24.0,7.0
7,CWHL,MTL,Nachi Fujimoto (I),D,,,,,,17.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.05882352941,0.0,2.0
25,CWHL,MTL,Lore Baudrit (I),F,,,,,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0
21,CWHL,MTL,Hilary Knight,F,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0
5,CWHL,MTL,Lauriane Rougeau,D,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0
27,CWHL,TOR,Carolyne Prevost,F,,,,,,28.0,10.0,12.0,5.0,22.0,15.0,7.0,8.0,5.0,15.0,12.0,1.0,4.0,0.0,5.0,1.0,2.0,0.0,0.0,2.0,2.0,1 SH,0.7857142857,10.0,3.0
17,CWHL,TOR,Emily Fulton,F,,,,,,25.0,12.0,5.0,2.0,17.0,14.0,7.0,4.0,1.0,11.0,8.0,5.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.68,20.0,-2.0
44,CWHL,TOR,Jenna Dingeldein,F,,,,,,28.0,9.0,6.0,4.0,15.0,13.0,5.0,3.0,2.0,8.0,7.0,4.0,3.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.5357142857,34.0,-11.0
3,CWHL,TOR,Hayley Williams,F,,,,,,28.0,4.0,10.0,7.0,14.0,11.0,3.0,8.0,7.0,11.0,10.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.5,22.0,-2.0
19,CWHL,TOR,Brittany Zuback,F,,,,,,24.0,5.0,8.0,4.0,13.0,9.0,4.0,5.0,3.0,9.0,7.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1 SH,0.5416666667,13.0,-3.0
12,CWHL,TOR,Jess Vella,F,,,,,,26.0,3.0,7.0,5.0,10.0,8.0,1.0,5.0,4.0,6.0,5.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.3846153846,8.0,-12.0
20,CWHL,TOR,Katie Gaskin,D,,,,,,21.0,0.0,8.0,2.0,8.0,2.0,0.0,6.0,1.0,6.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.380952381,8.0,-2.0
23,CWHL,TOR,Shannon Moulson,D,,,,,,28.0,2.0,5.0,2.0,7.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.25,24.0,-5.0
15,CWHL,TOR,Carlee Campbell,D,,,,,,14.0,0.0,6.0,5.0,6.0,5.0,0.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.4285714286,6.0,-6.0
8,CWHL,TOR,Sydney Kidd,D,,,,,,26.0,3.0,3.0,3.0,6.0,6.0,3.0,2.0,2.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.2307692308,18.0,-12.0
93,CWHL,TOR,Cassidy Delainey,F,,,,,,27.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1481481481,2.0,0.0
10,CWHL,TOR,Shannon Stewart,F,,,,,,26.0,0.0,4.0,3.0,4.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.1538461538,4.0,-14.0
7,CWHL,TOR,Brooke Beazer,F,,,,,,27.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0.1111111111,14.0,-12.0
5,CWHL,TOR,Michelle Saunders,D,,,,,,26.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1153846154,47.0,-12.0
2,CWHL,TOR,Julie Allen,F,,,,,,10.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.2,6.0,-9.0
18,CWHL,TOR,Danielle Gagne,F,,,,,,22.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.09090909091,12.0,-5.0
11,CWHL,TOR,Jessica Platt,F,,,,,,27.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.07407407407,14.0,-10.0
14,CWHL,TOR,Alessandra Bianchi,F,,,,,,25.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.04,4.0,-10.0
22,CWHL,TOR,Ella Stewart,D,,,,,,26.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.03846153846,28.0,-11.0
16,CWHL,TOR,Alexa Aramburu,F,,,,,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12.0,-18.0
29,CWHL,TOR,Jessica O'Grady,F,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-1.0
21,CWHL,TOR,Renata Fast,D,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
18,CWHL,VR,Cayley Mercer (I),F,,,,,,28.0,15.0,26.0,14.0,41.0,29.0,14.0,19.0,11.0,33.0,25.0,1.0,7.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1.464285714,20.0,10.0
9,CWHL,VR,Hanna Bunton (I),F,,,,,,28.0,15.0,11.0,9.0,26.0,24.0,11.0,8.0,6.0,19.0,17.0,4.0,3.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.9285714286,18.0,2.0
26,CWHL,VR,Brooke Webster (I),F,,,,,,26.0,9.0,17.0,12.0,26.0,21.0,8.0,13.0,8.0,21.0,16.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,0,1.0,26.0,-3.0
13,CWHL,VR,Ashleigh Brykaliuk (I),D,,,,,,28.0,8.0,17.0,14.0,25.0,22.0,4.0,11.0,10.0,15.0,14.0,4.0,5.0,3.0,9.0,7.0,0.0,1.0,1.0,1.0,1.0,0,0.8928571429,8.0,-6.0
67,CWHL,VR,Emma Woods (I),F,,,,,,28.0,9.0,10.0,6.0,19.0,15.0,6.0,7.0,5.0,13.0,11.0,3.0,3.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.6785714286,18.0,7.0
4,CWHL,VR,Emily Janiga (I),F,,,,,,28.0,8.0,6.0,6.0,14.0,14.0,6.0,6.0,6.0,12.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0.5,26.0,1.0
23,CWHL,VR,Xin Fang,F,,,,,,28.0,5.0,3.0,1.0,8.0,6.0,4.0,3.0,1.0,7.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.2857142857,16.0,-9.0
25,CWHL,VR,Rose Alleva,D,,,,,,28.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1428571429,18.0,-13.0
88,CWHL,VR,Qinan Zhao,D,,,,,,28.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1428571429,24.0,-11.0
15,CWHL,VR,Minghui Kong,F,,,,,,28.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.07142857143,10.0,-9.0
6,CWHL,VR,Lauren Kelly,D,,,,,,23.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08695652174,6.0,-12.0
10,CWHL,VR,Xin He,F,,,,,,28.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.03571428571,6.0,-3.0
89,CWHL,VR,Han Gao,F,,,,,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
17,CWHL,VR,Yue Iv,F,,,,,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,-3.0
7,CWHL,VR,Bowen Jiang,F,,,,,,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,-1.0
19,CWHL,VR,Yue Hou (total),D,,,,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,22.0,-4.0
58,CWHL,VR,Jinqiu Xiao,D,,,,,,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-4.0
90,CWHL,VR,Jia Chao Xu,D,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-1.0
56,CWHL,VR,Naixin Zhou,D,,,,,,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0
